date,state,organization,no_of_phase_one_awards,total_phase_one_obligation,no_of_phase_two_awards,total_phase_two_obligation,total_awards,total_obligation
2012,MD,Department of Homeland Security,1,149670.52,2,1499974.35,3,1649644.87
2012,ME,Department of Homeland Security,1,99823.14,1,999923.59,2,1099746.73
2012,MI,Department of Homeland Security,2,199864.93,0,0,2,199864.93
2012,MO,Department of Homeland Security,0,0,1,750000,1,750000
2012,NJ,Department of Homeland Security,0,0,1,999900.77,1,999900.77
2012,NV,Department of Homeland Security,2,249873.15,0,0,2,249873.15
2012,NY,Department of Homeland Security,1,99905.88,0,0,1,99905.88
2012,PA,Department of Homeland Security,0,0,1,732805.07,1,732805.07
2012,VA,Department of Homeland Security,6,696858.8,0,0,6,696858.8
2013,AL,Department of Homeland Security,2,199653.17,3,2301411.06,5,2501064.23
2013,AZ,Department of Homeland Security,1,104998.74,1,751102.84,2,856101.58
2013,CA,Department of Homeland Security,5,499920.27,2,1441776,7,1941696.27
2013,CO,Department of Homeland Security,2,199999.99,0,0,2,199999.99
2013,FL,Department of Homeland Security,1,99926.13,0,0,1,99926.13
2013,IN,Department of Homeland Security,1,99999.99,0,0,1,99999.99
2013,MA,Department of Homeland Security,5,499865.85,9,8262058.93,14,8761924.78
2013,MD,Department of Homeland Security,1,100000,1,693232.17,2,793232.17
2013,MI,Department of Homeland Security,1,100000,0,0,1,100000
2013,NV,Department of Homeland Security,1,99999.27,1,748840.76,2,848840.03
2013,NY,Department of Homeland Security,1,99965.4,0,0,1,99965.4
2013,OH,Department of Homeland Security,1,93358.04,0,0,1,93358.04
2013,OR,Department of Homeland Security,1,99963.2,0,0,1,99963.2
2013,TX,Department of Homeland Security,2,198841.03,0,0,2,198841.03
2013,UT,Department of Homeland Security,1,100000,0,0,1,100000
2013,VA,Department of Homeland Security,3,292184.86,2,1499103.95,5,1791288.81
2014,AL,Department of Homeland Security,3,304074.83,1,198160.77,4,502235.6
2014,CA,Department of Homeland Security,10,1047330.17,3,563692.31,13,1611022.48
2014,CO,Department of Homeland Security,1,100000,1,749881,2,849881
2014,HI,Department of Homeland Security,1,99964.46,0,0,1,99964.46
2014,IL,Department of Homeland Security,1,99920.29,0,0,1,99920.29
2014,IN,Department of Homeland Security,2,204978.5,1,760000,3,964978.5
2014,MA,Department of Homeland Security,5,599286.81,2,1499977.29,7,2099264.1
2014,MD,Department of Homeland Security,2,199413.5,1,760000,3,959413.5
2014,MI,Department of Homeland Security,1,150000,0,0,1,150000
2014,NV,Department of Homeland Security,1,99952.61,1,749833.37,2,849785.98
2014,NY,Department of Homeland Security,3,299354.15,2,1234351.66,5,1533705.81
2014,OR,Department of Homeland Security,0,0,1,749857.12,1,749857.12
2014,SD,Department of Homeland Security,1,99999.05,0,0,1,99999.05
2014,TX,Department of Homeland Security,2,199999.97,2,1239573.13,4,1439573.1
2014,VA,Department of Homeland Security,1,99955.53,3,2099994.9,4,2199950.43
2015,AL,Department of Homeland Security,1,99934.76,2,963564.79,3,1063499.55
2015,CA,Department of Homeland Security,5,499896.52,6,4245761.54,11,4745658.060000001
2015,CO,Department of Homeland Security,0,0,1,750000,1,750000
2015,FL,Department of Homeland Security,1,99467.55,0,0,1,99467.55
2015,IL,Department of Homeland Security,1,100000,0,0,1,100000
2015,IN,Department of Homeland Security,0,0,2,1509999.38,2,1509999.38
2015,MA,Department of Homeland Security,6,799726.01,5,3329409.73,11,4129135.74
2015,MD,Department of Homeland Security,4,349918.25,2,949208.05,6,1299126.3
2015,MI,Department of Homeland Security,1,99992.58,1,500000,2,599992.58
2015,MN,Department of Homeland Security,1,99578.75,0,0,1,99578.75
2015,NH,Department of Homeland Security,0,0,1,199989.49,1,199989.49
2015,NJ,Department of Homeland Security,2,199976.37,0,0,2,199976.37
2015,NY,Department of Homeland Security,1,150000,2,1572770.06,3,1722770.06
2015,OH,Department of Homeland Security,2,250000,0,0,2,250000
2015,SD,Department of Homeland Security,0,0,1,750000,1,750000
2015,TX,Department of Homeland Security,3,249449.5,2,1884778.49,5,2134227.99
2015,VA,Department of Homeland Security,2,199901.76,2,799998.01,4,999899.77
2016,AL,Department of Homeland Security,1,99973.06,1,793778.54,2,893751.6000000001
2016,CA,Department of Homeland Security,10,1099070.3,2,1963108.49,12,3062178.79
2016,DC,Department of Homeland Security,1,99836.8,0,0,1,99836.8
2016,HI,Department of Homeland Security,1,100000,0,0,1,100000
2016,MA,Department of Homeland Security,5,654801.65,4,2248960.81,9,2903762.46
2016,MD,Department of Homeland Security,4,398178.93,2,1494539.78,6,1892718.71
2016,MI,Department of Homeland Security,1,99993.24,1,1249450.44,2,1349443.68
2016,NC,Department of Homeland Security,1,99834,0,0,1,99834
2016,NJ,Department of Homeland Security,1,99952.27,0,0,1,99952.27
2016,NM,Department of Homeland Security,1,154999.03,0,0,1,154999.03
2016,NY,Department of Homeland Security,3,299948.51,1,749997.55,4,1049946.06
2016,OH,Department of Homeland Security,1,141008.63,1,500000,2,641008.63
2016,PA,Department of Homeland Security,1,100000,0,0,1,100000
2016,TX,Department of Homeland Security,0,0,1,697708.09,1,697708.09
2016,VA,Department of Homeland Security,6,595138.18,3,2693358.61,9,3288496.79
2016,WA,Department of Homeland Security,1,97370,0,0,1,97370
2017,CA,Department of Homeland Security,3,299696.11,7,5303950.87,10,5603646.98
2017,CO,Department of Homeland Security,1,100000,0,0,1,100000
2017,HI,Department of Homeland Security,0,0,1,749999.86,1,749999.86
2017,MA,Department of Homeland Security,3,399785.52,4,3824214.22,7,4223999.74
2017,MD,Department of Homeland Security,1,100000,0,0,1,100000
2017,MI,Department of Homeland Security,0,0,1,749987.17,1,749987.17
2017,NC,Department of Homeland Security,1,149894.39,1,749998.63,2,899893.02
2017,NJ,Department of Homeland Security,0,0,1,375000,1,375000
2017,NY,Department of Homeland Security,0,0,1,746755.88,1,746755.88
2017,OH,Department of Homeland Security,0,0,1,1006777.96,1,1006777.96
2017,TX,Department of Homeland Security,2,198567.99,0,0,2,198567.99
2017,UT,Department of Homeland Security,0,0,1,749492.41,1,749492.41
2017,VA,Department of Homeland Security,4,399893.19,4,2999541.08,8,3399434.27
2017,WI,Department of Homeland Security,1,99567.49,0,0,1,99567.49
2018,CA,Department of Homeland Security,4,599997.42,2,2825174.84,6,3425172.26
2018,CO,Department of Homeland Security,0,0,1,1000000,1,1000000
2018,FL,Department of Homeland Security,1,149999.27,0,0,1,149999.27
2018,GA,Department of Homeland Security,1,149653.47,0,0,1,149653.47
2018,IL,Department of Homeland Security,2,296802,0,0,2,296802
2018,MA,Department of Homeland Security,4,549759.41,1,999882.47,5,1549641.88
2018,MD,Department of Homeland Security,4,599176.64,1,749996.02,5,1349172.66
2018,NC,Department of Homeland Security,1,149949.56,0,0,1,149949.56
2018,NJ,Department of Homeland Security,1,149999.26,0,0,1,149999.26
2018,NM,Department of Homeland Security,0,0,2,1999981.46,2,1999981.46
2018,NY,Department of Homeland Security,3,449036.84,0,0,3,449036.84
2018,TX,Department of Homeland Security,0,0,2,1349776.04,2,1349776.04
2018,UT,Department of Homeland Security,1,149930.99,0,0,1,149930.99
2018,VA,Department of Homeland Security,2,299875.91,3,3064630.62,5,3364506.53
2018,VT,Department of Homeland Security,1,149784.39,0,0,1,149784.39
2010,CA,Department of Transportation,7,698348,0,0,7,698348
2010,CO,Department of Transportation,1,97965,0,0,1,97965
2010,FL,Department of Transportation,1,99961,0,0,1,99961
2010,IN,Department of Transportation,0,0,1,300000,1,300000
2010,MA,Department of Transportation,1,100000,2,1249826,3,1349826
2010,MD,Department of Transportation,1,100000,4,2750000,5,2850000
2010,NV,Department of Transportation,0,0,1,749809,1,749809
2010,NY,Department of Transportation,2,199993,0,0,2,199993
2010,OR,Department of Transportation,1,99910,0,0,1,99910
2010,PA,Department of Transportation,1,99530,0,0,1,99530
2010,VA,Department of Transportation,1,99407.09,1,749731,2,849138.09
2010,WA,Department of Transportation,1,99020,0,0,1,99020
2011,CA,Department of Transportation,7,777404.27,0,0,7,777404.27
2011,FL,Department of Transportation,1,149756.7,1,72958,2,222714.7
2011,ID,Department of Transportation,0,0,1,750000,1,750000
2011,KS,Department of Transportation,1,98028.24,0,0,1,98028.24
2011,MA,Department of Transportation,1,144921.46,1,999999.99,2,1144921.45
2011,MD,Department of Transportation,0,0,3,2466301.57,3,2466301.57
2011,MI,Department of Transportation,0,0,1,470683.85,1,470683.85
2011,MS,Department of Transportation,0,0,1,996349,1,996349
2011,NY,Department of Transportation,1,99994,1,499954,2,599948
2011,PA,Department of Transportation,1,99999.96,0,0,1,99999.96
2011,TX,Department of Transportation,2,250000,0,0,2,250000
2011,VA,Department of Transportation,1,99977.52,2,1499949.83,3,1599927.35
2011,WA,Department of Transportation,0,0,1,639423,1,639423
2012,AL,Department of Transportation,0,0,1,699571.47,1,699571.47
2012,AR,Department of Transportation,2,299961.27,0,0,2,299961.27
2012,CA,Department of Transportation,5,701820.13,4,2217779.76,9,2919599.89
2012,FL,Department of Transportation,0,0,1,149096,1,149096
2012,IL,Department of Transportation,1,149444.53,0,0,1,149444.53
2012,IN,Department of Transportation,3,450000,0,0,3,450000
2012,MD,Department of Transportation,5,749999,0,0,5,749999
2012,MI,Department of Transportation,1,150000,0,0,1,150000
2012,MT,Department of Transportation,1,150000,0,0,1,150000
2012,NC,Department of Transportation,1,102701.6,0,0,1,102701.6
2012,NY,Department of Transportation,0,0,2,1699620.18,2,1699620.18
2012,PA,Department of Transportation,1,102553,1,375243.57,2,477796.57
2012,TX,Department of Transportation,0,0,1,1000000,1,1000000
2012,VA,Department of Transportation,1,150000,0,0,1,150000
2013,AL,Department of Transportation,1,149997.33,0,0,1,149997.33
2013,CA,Department of Transportation,1,149989.54,3,2239715.55,4,2389705.09
2013,FL,Department of Transportation,1,149109,1,597860.36,2,746969.36
2013,MA,Department of Transportation,0,0,1,910029,1,910029
2013,MD,Department of Transportation,2,299926.22,3,924983.99,5,1224910.21
2013,MI,Department of Transportation,1,149441.25,0,0,1,149441.25
2013,NJ,Department of Transportation,1,149772.24,0,0,1,149772.24
2013,PA,Department of Transportation,1,149928,0,0,1,149928
2013,TX,Department of Transportation,1,148198.49,0,0,1,148198.49
2013,VA,Department of Transportation,0,0,2,1749937.54,2,1749937.54
2014,AL,Department of Transportation,0,0,1,999947.12,1,999947.12
2014,CA,Department of Transportation,2,274999,5,3699553.54,7,3974552.54
2014,IN,Department of Transportation,1,150000,0,0,1,150000
2014,LA,Department of Transportation,1,149867,0,0,1,149867
2014,MA,Department of Transportation,3,449734.58,0,0,3,449734.58
2014,MD,Department of Transportation,4,572479.81,3,2499665.02,7,3072144.83
2014,MI,Department of Transportation,3,399970.36,1,749456,4,1149426.36
2014,NC,Department of Transportation,1,149400,0,0,1,149400
2014,PA,Department of Transportation,1,150000,0,0,1,150000
2014,TX,Department of Transportation,1,147504,0,0,1,147504
2014,VA,Department of Transportation,2,274796,0,0,2,274796
2014,WA,Department of Transportation,0,0,1,556550.75,1,556550.75
2015,CA,Department of Transportation,5,749972,1,147687,6,897659
2015,GA,Department of Transportation,1,149993,0,0,1,149993
2015,IL,Department of Transportation,2,299117,0,0,2,299117
2015,KY,Department of Transportation,0,0,1,999912,1,999912
2015,MA,Department of Transportation,7,1048725,1,499189,8,1547914
2015,MD,Department of Transportation,4,596312,0,0,4,596312
2015,MI,Department of Transportation,1,149974,2,1199971,3,1349945
2015,NE,Department of Transportation,2,265542,0,0,2,265542
2015,NH,Department of Transportation,1,99893,0,0,1,99893
2015,NY,Department of Transportation,2,248894,0,0,2,248894
2015,OH,Department of Transportation,1,150000,0,0,1,150000
2015,PA,Department of Transportation,2,299775,2,1249973.36,4,1549748.36
2015,TX,Department of Transportation,2,199632.28,1,499682,3,699314.28
2015,VA,Department of Transportation,3,446316,2,1494999,5,1941315
2015,WA,Department of Transportation,1,99874,0,0,1,99874
2015,WI,Department of Transportation,1,99881,0,0,1,99881
2016,CA,Department of Transportation,0,0,1,749023,1,749023
2016,ID,Department of Transportation,0,0,1,750000,1,750000
2016,MA,Department of Transportation,1,149986,4,3249494,5,3399480
2016,MD,Department of Transportation,0,0,5,4123768,5,4123768
2016,MI,Department of Transportation,0,0,1,646573,1,646573
2016,NY,Department of Transportation,0,0,1,245739,1,245739
2016,TX,Department of Transportation,0,0,1,500000,1,500000
2016,VA,Department of Transportation,2,299864,1,749980,3,1049844
2017,CA,Department of Transportation,1,149987,0,0,1,149987
2017,GA,Department of Transportation,1,99998,0,0,1,99998
2017,IL,Department of Transportation,0,0,1,271301,1,271301
2017,KY,Department of Transportation,1,150000,0,0,1,150000
2017,MA,Department of Transportation,4,599832,3,2240709,7,2840541
2017,MD,Department of Transportation,2,254927,1,874788,3,1129715
2017,MI,Department of Transportation,1,99998,1,998573,2,1098571
2017,NE,Department of Transportation,0,0,1,749417,1,749417
2017,NH,Department of Transportation,2,249899,1,299942,3,549841
2017,PA,Department of Transportation,0,0,1,1000000,1,1000000
2017,TX,Department of Transportation,1,149873,1,499980,2,649853
2017,VA,Department of Transportation,1,99995,4,2200028,5,2300023
2017,WA,Department of Transportation,0,0,1,299536,1,299536
2018,CA,Department of Transportation,2,299174.73,0,0,2,299174.73
2018,DC,Department of Transportation,1,130716,0,0,1,130716
2018,FL,Department of Transportation,2,293958.78,0,0,2,293958.78
