date,state,organization,no_of_phase_one_awards,total_phase_one_obligation,no_of_phase_two_awards,total_phase_two_obligation,total_awards,total_obligation
2015,IA,Department of Defense,1,348603.21,2,1682786,3,2031389.21
2015,ID,Department of Defense,4,469869,1,350000,5,819869
2015,IL,Department of Defense,20,2807918.62,17,13591902.45,37,16399821.07
2015,IN,Department of Defense,8,634387.09,6,5474810,14,6109197.09
2015,KS,Department of Defense,6,660657,0,1376921,6,2037578
2015,KY,Department of Defense,8,1193970.5,1,374829,9,1568799.5
2015,LA,Department of Defense,1,149994,2,1799273,3,1949267
2015,MA,Department of Defense,147,21710569.2,109,113661310.35,256,135371879.55
2015,MD,Department of Defense,97,12945246.86,48,47259836.31,145,60205083.17
2015,ME,Department of Defense,0,0,1,1462331.93,1,1462331.93
2015,MI,Department of Defense,39,5678005.03,19,19423481.08,58,25101486.11
2015,MN,Department of Defense,13,2104707,5,5076483,18,7181190
2015,MO,Department of Defense,3,469737,5,2925307,8,3395044
2015,MS,Department of Defense,1,289855,1,651000,2,940855
2015,MT,Department of Defense,4,379993,2,3618144,6,3998137
2015,NC,Department of Defense,16,2418159.52,13,14575348,29,16993507.52
2015,NE,Department of Defense,1,0,0,0,1,0
2015,NH,Department of Defense,22,2975976.54,18,22086046,40,25062022.54
2015,NJ,Department of Defense,33,4883432.57,16,19077712.3,49,23961144.87
2015,NM,Department of Defense,24,3345642.17,18,15956832.04,42,19302474.21
2015,NV,Department of Defense,8,1151850,4,1789052.71,12,2940902.71
2015,NY,Department of Defense,63,8812588,31,33222355,94,42034943
2015,OH,Department of Defense,67,8848506.93,39,37666039.85,106,46514546.78
2015,OK,Department of Defense,3,449920,1,1079070,4,1528990
2015,OR,Department of Defense,12,1560880.76,6,4903811,18,6464691.76
2015,PA,Department of Defense,54,8337824.31,35,35088877.67,89,43426701.98
2015,RI,Department of Defense,9,1048319,3,3252475,12,4300794
2015,SC,Department of Defense,5,729261,1,968527,6,1697788
2015,SD,Department of Defense,2,204923,0,0,2,204923
2015,TN,Department of Defense,5,823525,3,3947577.45,8,4771102.45
2015,TX,Department of Defense,62,9255133.88,41,40840418,103,50095551.88
2015,UT,Department of Defense,11,1613050,5,5561052,16,7174102
2015,VA,Department of Defense,112,14310937.48,75,69859592.15,187,84170529.63000001
2015,VT,Department of Defense,2,249911,2,1462621.16,4,1712532.16
2015,WA,Department of Defense,13,1752079,5,6306100.18,18,8058179.18
2015,WI,Department of Defense,2,299962,2,3804133,4,4104095
2015,WV,Department of Defense,3,379966,1,699700,4,1079666
2016,AK,Department of Defense,1,149968,0,384966,1,534934
2016,AL,Department of Defense,48,5008171.54,26,20963034.64,74,25971206.18
2016,AR,Department of Defense,1,149875,1,562500,2,712375
2016,AZ,Department of Defense,42,5161446.75,11,16072696.05,53,21234142.8
2016,CA,Department of Defense,292,35299714.8,178,191816145.52,470,227115860.32
2016,CO,Department of Defense,81,9845874.97,40,48947863.09,121,58793738.06
2016,CT,Department of Defense,10,1248562.27,13,14062597.85,23,15311160.12
2016,DC,Department of Defense,3,423194.14,4,3420986,7,3844180.14
2016,DE,Department of Defense,7,1069504.64,5,5004267.77,12,6073772.409999999
2016,FL,Department of Defense,64,7768892.85,24,27223312.46,88,34992205.31
2016,GA,Department of Defense,20,2330200.05,9,9666873.29,29,11997073.34
2016,HI,Department of Defense,9,1248500.92,5,8666172.86,14,9914673.78
2016,IA,Department of Defense,1,79977,0,599687,1,679664
2016,ID,Department of Defense,2,349173.52,1,998752,3,1347925.52
2016,IL,Department of Defense,24,2461978.82,11,14786137.87,35,17248116.69
2016,IN,Department of Defense,14,1738508.84,3,4122180.15,17,5860688.99
2016,KS,Department of Defense,0,69974,2,1715741,2,1785715
2016,KY,Department of Defense,8,839337,4,2967092.55,12,3806429.55
2016,LA,Department of Defense,1,74692,1,421203,2,495895
2016,MA,Department of Defense,154,19356494.71,88,103553956.46,242,122910451.17
2016,MD,Department of Defense,73,8633326.76,47,46102432.03,120,54735758.79
2016,ME,Department of Defense,2,147320,1,937422,3,1084742
2016,MI,Department of Defense,34,4112633.03,29,29189115.07,63,33301748.1
2016,MN,Department of Defense,10,1247089.86,10,8752636.35,20,9999726.209999999
2016,MO,Department of Defense,5,679533.04,3,2498894,8,3178427.04
2016,MS,Department of Defense,1,137489,0,651000,1,788489
2016,MT,Department of Defense,2,299990,1,2346528,3,2646518
2016,NC,Department of Defense,26,3028038.93,9,7242134.28,35,10270173.21
2016,NH,Department of Defense,26,3403276.75,11,13319115.53,37,16722392.28
2016,NJ,Department of Defense,35,4109982.01,20,20524767.55,55,24634749.56
2016,NM,Department of Defense,19,2439773.6,14,17527297.77,33,19967071.37
2016,NV,Department of Defense,1,149418,4,3312411,5,3461829
2016,NY,Department of Defense,46,6056010.25,40,39050136.06,86,45106146.31
2016,OH,Department of Defense,76,9423723.99,40,44619315.95,116,54043039.94000001
2016,OK,Department of Defense,7,904927.6,2,1622228.9,9,2527156.5
2016,OR,Department of Defense,13,1323598.66,7,6298984.1,20,7622582.76
2016,PA,Department of Defense,53,6207888.84,35,34109775.3,88,40317664.14
2016,RI,Department of Defense,5,499145,6,6232087,11,6731232
2016,SC,Department of Defense,2,139906,1,1240867,3,1380773
2016,SD,Department of Defense,1,150000,0,0,1,150000
2016,TN,Department of Defense,9,1038217.53,5,4205013.45,14,5243230.98
2016,TX,Department of Defense,67,8263812.63,44,41535832.26,111,49799644.89
2016,UT,Department of Defense,15,1925618.16,3,3242347.65,18,5167965.81
2016,VA,Department of Defense,101,12531570.43,74,80772586.55,175,93304156.97999999
2016,VT,Department of Defense,1,99955.09,1,2072191,2,2172146.09
2016,WA,Department of Defense,9,1338614.97,13,10511799.83,22,11850414.8
2016,WI,Department of Defense,0,49982.3,3,3704715.37,3,3754697.67
2016,WV,Department of Defense,1,79998,1,2147684,2,2227682
2017,AK,Department of Defense,0,0,1,447986,1,447986
2017,AL,Department of Defense,57,7291064.2,47,45175696.8,104,52466761
2017,AR,Department of Defense,0,0,1,187500,1,187500
2017,AZ,Department of Defense,39,5239488.7,23,21111330,62,26350818.7
2017,CA,Department of Defense,340,47011776.1,226,217823542.86,566,264835318.96
2017,CO,Department of Defense,64,8789254.4,48,43557501.02,112,52346755.42
2017,CT,Department of Defense,10,1617968.1,7,10673770,17,12291738.1
2017,DC,Department of Defense,7,878579.3,3,2418676,10,3297255.3
2017,DE,Department of Defense,10,1365878.2,10,8631548.52,20,9997426.719999999
2017,FL,Department of Defense,61,8343715.51,37,32199466.19,98,40543181.7
2017,GA,Department of Defense,13,2138110.2,10,17743880.87,23,19881991.07
2017,HI,Department of Defense,16,2142767.2,12,9112156,28,11254923.2
2017,IA,Department of Defense,4,471176.3,1,490305,5,961481.3
2017,ID,Department of Defense,0,39702,3,3085865,3,3125567
2017,IL,Department of Defense,26,3117791.5,20,12654087.92,46,15771879.42
2017,IN,Department of Defense,10,1267921.8,5,5310518,15,6578439.8
2017,KS,Department of Defense,1,149764,4,4164431,5,4314195
2017,KY,Department of Defense,5,683671,3,2381676,8,3065347
2017,LA,Department of Defense,3,424998,2,2971165,5,3396163
2017,MA,Department of Defense,212,29171635,140,129373148.11,352,158544783.11
2017,MD,Department of Defense,115,14578176.95,53,48296633.88,168,62874810.83
2017,ME,Department of Defense,2,247216.9,0,0,2,247216.9
2017,MI,Department of Defense,39,5552742.61,26,25921861.12,65,31474603.73
2017,MN,Department of Defense,21,3006917.9,4,7933778,25,10940695.9
2017,MO,Department of Defense,4,694749,6,3806128,10,4500877
2017,MS,Department of Defense,4,447596.3,4,3451567,8,3899163.3
2017,MT,Department of Defense,3,324873.8,2,1868905,5,2193778.8
2017,NC,Department of Defense,30,3788187.5,20,19771741,50,23559928.5
2017,NE,Department of Defense,2,274542,2,1199920,4,1474462
2017,NH,Department of Defense,26,3216821,15,15728682.72,41,18945503.72
2017,NJ,Department of Defense,31,4058372.7,26,20434310,57,24492682.7
2017,NM,Department of Defense,27,3293134.5,13,14513076,40,17806210.5
2017,NV,Department of Defense,2,399469,4,3162181.21,6,3561650.21
2017,NY,Department of Defense,52,7345818.2,42,41924383.59,94,49270201.79000001
2017,OH,Department of Defense,83,11284552.65,56,49964059,139,61248611.65
2017,OK,Department of Defense,3,393051,6,4560074,9,4953125
2017,OR,Department of Defense,12,1724621.91,7,6333493,19,8058114.91
2017,PA,Department of Defense,70,9641878.3,39,37900458,109,47542336.3
2017,RI,Department of Defense,6,893594,5,2761206,11,3654800
2017,SC,Department of Defense,3,449506,2,2229076,5,2678582
2017,SD,Department of Defense,4,529857.8,2,782767,6,1312624.8
2017,TN,Department of Defense,7,871421,9,6524608.48,16,7396029.48
2017,TX,Department of Defense,88,11241001.2,33,33142880.18,121,44383881.38
2017,UT,Department of Defense,23,3125071.4,22,19726246,45,22851317.4
2017,VA,Department of Defense,144,18722286.78,80,86626463.46,224,105348750.24
2017,VT,Department of Defense,6,728676,3,3171454,9,3900130
2017,WA,Department of Defense,14,1888971.8,8,9582200,22,11471171.8
2017,WI,Department of Defense,5,672919,1,2513863,6,3186782
2017,WV,Department of Defense,5,644928.3,1,562500,6,1207428.3
2017,WY,Department of Defense,0,0,2,1937663,2,1937663
2018,AL,Department of Defense,32,4901362.89,37,38260037.72,69,43161400.61
2018,AR,Department of Defense,3,324980.2,0,749958,3,1074938.2
2018,AZ,Department of Defense,23,3723121.6,22,20081991.63,45,23805113.23
2018,CA,Department of Defense,240,35165938.78,169,210958039.53,409,246123978.31
2018,CO,Department of Defense,59,9666561.58,43,57243914.81,102,66910476.39
2018,CT,Department of Defense,12,1606377,5,8453605.55,17,10059982.55
2018,DC,Department of Defense,3,743738.64,4,5493648.1,7,6237386.739999999
2018,DE,Department of Defense,6,824552.52,2,4739149.32,8,5563701.84
2018,FL,Department of Defense,56,8062408.35,36,40034847.26,92,48097255.61
2018,GA,Department of Defense,9,1303819.2,6,11956826.43,15,13260645.63
2018,HI,Department of Defense,10,2239814.7,9,15970798.76,19,18210613.46
2018,IA,Department of Defense,5,748999.54,1,1259682.95,6,2008682.49
2018,ID,Department of Defense,3,324889.32,0,1309313,3,1634202.32
2018,IL,Department of Defense,13,2428419.09,19,19393521.05,32,21821940.14
2018,IN,Department of Defense,11,1770595.08,5,4392065.13,16,6162660.21
2018,KS,Department of Defense,1,98454.8,0,252286,1,350740.8
2018,KY,Department of Defense,6,871122.67,3,3974243,9,4845365.67
2018,LA,Department of Defense,1,125000,3,2408165,4,2533165
2018,MA,Department of Defense,160,24345556.46,124,140165025.21,284,164510581.67
2018,MD,Department of Defense,85,13275331.01,48,52842632.29,133,66117963.3
2018,MI,Department of Defense,40,6483963.43,27,28439807.61,67,34923771.04
2018,MN,Department of Defense,14,1946331.31,10,9346398.43,24,11292729.74
2018,MO,Department of Defense,6,898678.82,5,6028294.55,11,6926973.37
2018,MS,Department of Defense,2,324316.99,1,980356,3,1304672.99
2018,MT,Department of Defense,3,423944.44,0,-599996,3,-176051.56
2018,NC,Department of Defense,30,4372258.67,12,13977845.97,42,18350104.64
2018,NE,Department of Defense,0,99967,1,2290475,1,2390442
2018,NH,Department of Defense,34,4717949.45,16,20313431.61,50,25031381.06
2018,NJ,Department of Defense,35,4821320.66,15,20504887.81,50,25326208.47
2018,NM,Department of Defense,29,4721236.48,13,20967939.45,42,25689175.93
2018,NV,Department of Defense,2,188405.4,1,2290125.24,3,2478530.64
2018,NY,Department of Defense,33,5222479.8,27,32415479.26,60,37637959.06
2018,OH,Department of Defense,76,11118607.02,57,62105260.89,133,73223867.91
2018,OK,Department of Defense,3,374548.78,2,2033410.86,5,2407959.64
2018,OR,Department of Defense,6,868005.39,9,8814636.47,15,9682641.860000001
2018,PA,Department of Defense,50,8002499.64,42,46769390.3,92,54771889.94
2018,RI,Department of Defense,4,599378,3,6607732.32,7,7207110.32
2018,SC,Department of Defense,3,362205,0,0,3,362205
2018,SD,Department of Defense,1,149483.27,1,2174808,2,2324291.27
2018,TN,Department of Defense,6,794625.31,2,4491997.66,8,5286622.970000001
2018,TX,Department of Defense,58,9383852.28,51,48010292.61,109,57394144.89
2018,UT,Department of Defense,13,1795544.71,18,17644489.59,31,19440034.3
2018,VA,Department of Defense,92,15528407.84,93,113849104.77,185,129377512.61
2018,VT,Department of Defense,4,547344.26,1,1233311.28,5,1780655.54
2018,WA,Department of Defense,8,1147571,5,6134790.27,13,7282361.27
2018,WI,Department of Defense,4,577588,1,991211,5,1568799
2018,WV,Department of Defense,2,249943.9,3,2244187,5,2494130.9
2018,WY,Department of Defense,2,274570,1,1822420,3,2096990
2019,AL,Department of Defense,31,349824.85,12,1016094.87,43,1365919.72
2019,AR,Department of Defense,1,0,0,0,1,0
2019,AZ,Department of Defense,36,0,8,0,44,0
2019,CA,Department of Defense,261,1900939.91,100,2089936.38,361,3990876.29
2019,CO,Department of Defense,67,499855.91,25,1576128.99,92,2075984.9
2019,CT,Department of Defense,12,249995,6,0,18,249995
2019,DC,Department of Defense,8,124778,2,0,10,124778
2019,DE,Department of Defense,6,0,0,0,6,0
2019,FL,Department of Defense,51,479245.8,21,751550.56,72,1230796.36
2019,GA,Department of Defense,20,0,2,0,22,0
2019,HI,Department of Defense,12,474062.03,6,499531.65,18,973593.68
2019,ID,Department of Defense,1,0,1,0,2,0
2019,IL,Department of Defense,30,254614,7,0,37,254614
2019,IN,Department of Defense,15,0,3,0,18,0
2019,KS,Department of Defense,2,0,1,0,3,0
2019,KY,Department of Defense,3,0,0,0,3,0
2019,LA,Department of Defense,5,0,4,0,9,0
2019,MA,Department of Defense,126,1404125.4,69,2490744.07,195,3894869.47
2019,MD,Department of Defense,59,374589,20,965064.29,79,1339653.29
2019,ME,Department of Defense,2,0,1,0,3,0
2019,MI,Department of Defense,25,374949,11,534401.38,36,909350.38
2019,MN,Department of Defense,14,249849,7,0,21,249849
2019,MO,Department of Defense,5,0,3,0,8,0
2019,MS,Department of Defense,2,0,1,0,3,0
2019,MT,Department of Defense,1,0,1,516291.85,2,516291.85
2019,NC,Department of Defense,25,274875.27,6,0,31,274875.27
2019,NH,Department of Defense,26,598508.44,10,0,36,598508.44
2019,NJ,Department of Defense,26,374843,12,635535.3,38,1010378.3
2019,NM,Department of Defense,21,0,10,0,31,0
2019,NV,Department of Defense,4,0,2,0,6,0
2019,NY,Department of Defense,27,99567.23,16,0,43,99567.23
2019,OH,Department of Defense,76,373419.85,33,0,109,373419.85
2019,OK,Department of Defense,8,0,3,0,11,0
2019,OR,Department of Defense,8,0,4,0,12,0
2019,PA,Department of Defense,36,499394,14,0,50,499394
2019,RI,Department of Defense,5,249643,3,0,8,249643
2019,SC,Department of Defense,4,0,0,0,4,0
2019,SD,Department of Defense,2,0,2,466631.09,4,466631.09
2019,TN,Department of Defense,10,0,2,0,12,0
2019,TX,Department of Defense,73,879127,27,500637.72,100,1379764.72
2019,UT,Department of Defense,12,328418.75,5,0,17,328418.75
2019,VA,Department of Defense,106,1404494.03,53,0,159,1404494.03
2019,VT,Department of Defense,6,0,4,0,10,0
2019,WA,Department of Defense,24,99910.06,4,0,28,99910.06
2019,WI,Department of Defense,3,0,3,0,6,0
2019,WV,Department of Defense,2,0,1,0,3,0
2019,WY,Department of Defense,1,0,0,0,1,0
2010,AZ,Department of Education,1,100000,0,0,1,100000
2010,CA,Department of Education,5,449716,2,1499757,7,1949473
2010,CO,Department of Education,1,100000,0,0,1,100000
2010,CT,Department of Education,2,199735,0,0,2,199735
2010,DC,Department of Education,1,74510,0,0,1,74510
2010,FL,Department of Education,1,74978,0,0,1,74978
2010,IL,Department of Education,2,200000,2,1500000,4,1700000
2010,IN,Department of Education,2,150000,2,999015,4,1149015
2010,LA,Department of Education,1,100000,0,0,1,100000
2010,MA,Department of Education,4,394957,1,750000,5,1144957
2010,MD,Department of Education,1,74908,0,0,1,74908
2010,MI,Department of Education,1,74964,0,0,1,74964
2010,MN,Department of Education,2,150000,0,0,2,150000
2010,NC,Department of Education,3,274987,0,0,3,274987
2010,NE,Department of Education,1,75000,0,0,1,75000
2010,NJ,Department of Education,1,100000,0,0,1,100000
2010,NY,Department of Education,2,175000,0,0,2,175000
2010,OR,Department of Education,1,74956,0,0,1,74956
2010,PA,Department of Education,1,100000,0,0,1,100000
2010,UT,Department of Education,0,0,1,500000,1,500000
2010,WI,Department of Education,1,98773,1,739376,2,838149
2010,WV,Department of Education,1,100000,0,0,1,100000
2011,CA,Department of Education,2,150000,1,500000,3,650000
2011,CO,Department of Education,3,225000,0,0,3,225000
2011,CT,Department of Education,0,0,1,849488,1,849488
2011,FL,Department of Education,2,149797,0,0,2,149797
2011,ID,Department of Education,1,74778,0,0,1,74778
2011,IN,Department of Education,2,150000,0,0,2,150000
2011,LA,Department of Education,0,0,1,849999,1,849999
2011,MA,Department of Education,1,149700,1,499939,2,649639
2011,MD,Department of Education,2,224987,0,0,2,224987
2011,MI,Department of Education,0,0,1,499599,1,499599
2011,MN,Department of Education,3,225000,2,1000000,5,1225000
2011,MT,Department of Education,1,74925,0,0,1,74925
2011,NC,Department of Education,2,299993,1,849989,3,1149982
2011,NJ,Department of Education,1,149252,1,849950,2,999202
2011,NY,Department of Education,0,0,1,850000,1,850000
2011,OK,Department of Education,0,0,1,294262,1,294262
2011,OR,Department of Education,2,224860,1,498470,3,723330
2011,PA,Department of Education,1,150000,1,850000,2,1000000
2011,WI,Department of Education,1,149806,0,0,1,149806
2011,WV,Department of Education,1,149603,1,850000,2,999603
2012,CA,Department of Education,4,374982,2,500000,6,874982
2012,CO,Department of Education,1,75000,1,250000,2,325000
2012,CT,Department of Education,1,149800,0,0,1,149800
2012,FL,Department of Education,2,149838.65,2,499725,4,649563.65
2012,MA,Department of Education,2,149655,1,895750,3,1045405
2012,MD,Department of Education,0,0,1,899951,1,899951
2012,MI,Department of Education,1,149780,0,0,1,149780
2012,MN,Department of Education,3,225000,0,0,3,225000
2012,NC,Department of Education,2,224728,2,1799994,4,2024722
2012,NJ,Department of Education,0,0,1,899622,1,899622
2012,NY,Department of Education,3,450000,0,0,3,450000
2012,OR,Department of Education,1,149993,1,899960,2,1049953
2012,PA,Department of Education,1,74950,1,900000,2,974950
2012,UT,Department of Education,1,150000,0,0,1,150000
2012,WI,Department of Education,2,299308,1,899830,3,1199138
2012,WV,Department of Education,0,0,1,899676,1,899676
2013,CA,Department of Education,3,449466.84,0,0,3,449466.84
2013,CO,Department of Education,2,150000,0,0,2,150000
2013,CT,Department of Education,0,0,1,899856.7,1,899856.7
2013,FL,Department of Education,2,224864.94,1,500000,3,724864.94
2013,IL,Department of Education,1,150000,0,0,1,150000
2013,IN,Department of Education,1,74992,0,0,1,74992
2013,MA,Department of Education,1,150000,0,0,1,150000
2013,MI,Department of Education,1,74982,0,0,1,74982
2013,MN,Department of Education,2,150000,1,574954,3,724954
2013,NC,Department of Education,3,374979,1,899983,4,1274962
2013,NJ,Department of Education,1,150000,0,0,1,150000
2013,NM,Department of Education,0,0,1,900000,1,900000
2013,NY,Department of Education,3,372353,1,899998.3,4,1272351.3
2013,OR,Department of Education,2,224412,1,900000,3,1124412
2013,TX,Department of Education,1,149951,0,0,1,149951
2013,WI,Department of Education,1,149930,1,900000,2,1049930
2014,AZ,Department of Education,1,150000,1,900000,2,1050000
2014,CA,Department of Education,3,449997,1,900000,4,1349997
2014,CO,Department of Education,5,449991,1,575000,6,1024991
2014,IA,Department of Education,1,149995.07,0,0,1,149995.07
2014,IL,Department of Education,1,149549,0,0,1,149549
2014,KS,Department of Education,1,74995,0,0,1,74995
2014,MA,Department of Education,3,358606,1,575080,4,933686
2014,MD,Department of Education,1,149995,0,0,1,149995
2014,MN,Department of Education,2,150000,1,574786,3,724786
2014,NC,Department of Education,1,74995,1,574996,2,649991
2014,NY,Department of Education,1,149200,0,0,1,149200
2014,OR,Department of Education,1,74999,1,574720,2,649719
2014,PA,Department of Education,2,299681,0,0,2,299681
2014,WA,Department of Education,1,149833,0,0,1,149833
2014,WI,Department of Education,0,0,1,899995.63,1,899995.63
2015,CA,Department of Education,3,447211,2,1385802,5,1833013
2015,IA,Department of Education,0,0,1,899999,1,899999
2015,MA,Department of Education,1,149836,1,485802,2,635638
2015,MD,Department of Education,0,0,1,485802,1,485802
2015,NC,Department of Education,3,449989,0,0,3,449989
2015,NY,Department of Education,2,300000,1,485802,3,785802
2015,PA,Department of Education,0,0,1,899542,1,899542
2015,TX,Department of Education,2,299924,0,0,2,299924
2015,WA,Department of Education,2,295420,1,899871,3,1195291
2016,CA,Department of Education,3,354808.8,1,1314196,4,1669004.8
2016,DC,Department of Education,1,147180.39,0,0,1,147180.39
2016,IA,Department of Education,1,149740,0,0,1,149740
2016,MA,Department of Education,1,150000,1,1314168,2,1464168
2016,MN,Department of Education,1,149588.62,0,0,1,149588.62
2016,NC,Department of Education,0,0,1,899904,1,899904
2016,NY,Department of Education,0,0,1,1314183,1,1314183
2016,PA,Department of Education,1,149911.42,0,0,1,149911.42
2016,TX,Department of Education,0,0,1,900000,1,900000
2016,WA,Department of Education,1,148441,0,0,1,148441
2017,CA,Department of Education,3,449845.15,3,2699223.76,6,3149068.91
2017,IA,Department of Education,0,0,1,900000,1,900000
2017,KY,Department of Education,1,150000,0,0,1,150000
2017,MA,Department of Education,0,0,1,900000,1,900000
2017,NC,Department of Education,1,148573,0,0,1,148573
2017,NM,Department of Education,1,150000,0,0,1,150000
2017,NY,Department of Education,3,450000,0,0,3,450000
2017,PA,Department of Education,0,0,1,897953.74,1,897953.74
2017,TN,Department of Education,1,149304,0,0,1,149304
2017,WA,Department of Education,1,149952,1,899641,2,1049593
2018,CA,Department of Education,2,400000,3,2700000,5,3100000
2018,CO,Department of Education,1,199182,0,0,1,199182
2018,DC,Department of Education,1,199998.24,0,0,1,199998.24
2018,FL,Department of Education,1,199998.65,0,0,1,199998.65
2018,IN,Department of Education,1,199681,0,0,1,199681
2018,MA,Department of Education,3,599997.87,0,0,3,599997.87
2018,NC,Department of Education,1,199997,0,0,1,199997
2018,NM,Department of Education,0,0,1,900000,1,900000
2018,NY,Department of Education,3,581607,1,900000,4,1481607
2018,PA,Department of Education,1,199342.55,0,0,1,199342.55
2018,TN,Department of Education,0,0,1,899888,1,899888
2018,WI,Department of Education,1,199993,0,0,1,199993
2010,AL,Department of Energy,3,299998,1,999874,4,1299872
2010,AR,Department of Energy,1,150000,1,999950,2,1149950
2010,AZ,Department of Energy,9,994318,1,1000000,10,1994318
2010,CA,Department of Energy,75,8377133,30,28025939,105,36403072
2010,CO,Department of Energy,37,4189840,18,17149636,55,21339476
2010,CT,Department of Energy,8,849763,8,7515448,16,8365211
2010,DE,Department of Energy,7,900000,3,2979585,10,3879585
2010,FL,Department of Energy,16,1994115,3,2999547,19,4993662
2010,GA,Department of Energy,3,390765,2,1749984,5,2140749
2010,HI,Department of Energy,2,249818,0,0,2,249818
2010,IA,Department of Energy,1,150000,0,0,1,150000
2010,ID,Department of Energy,2,239971,0,0,2,239971
2010,IL,Department of Energy,12,1295887,7,5749058,19,7044945
2010,IN,Department of Energy,4,547351,2,1997135,6,2544486
2010,KS,Department of Energy,1,100000,0,0,1,100000
2010,KY,Department of Energy,1,150000,0,0,1,150000
2010,MA,Department of Energy,70,8022489,35,32239117,105,40261606
2010,MD,Department of Energy,14,1526518,4,3725412,18,5251930
2010,ME,Department of Energy,1,150000,1,750000,2,900000
2010,MI,Department of Energy,8,947979,5,4638155,13,5586134
2010,MN,Department of Energy,4,442284,1,999398,5,1441682
2010,MT,Department of Energy,0,0,1,1000000,1,1000000
2010,NC,Department of Energy,2,239249,2,1969340,4,2208589
2010,NH,Department of Energy,4,398840,0,0,4,398840
2010,NJ,Department of Energy,14,1548279,5,4999198,19,6547477
2010,NM,Department of Energy,15,1499084,2,1749245,17,3248329
2010,NV,Department of Energy,2,249427,2,1376534,4,1625961
2010,NY,Department of Energy,16,1745898,6,5424865,22,7170763
2010,OH,Department of Energy,22,2346638,10,9999709,32,12346347
2010,OK,Department of Energy,2,199267,0,0,2,199267
2010,OR,Department of Energy,11,1149371,3,2999867,14,4149238
2010,PA,Department of Energy,13,1546787,5,4749749,18,6296536
2010,SC,Department of Energy,1,148500,1,1000000,2,1148500
2010,TN,Department of Energy,7,748937,4,3997739,11,4746676
2010,TX,Department of Energy,15,1745249,5,3928861,20,5674110
2010,UT,Department of Energy,4,399998,0,0,4,399998
2010,VA,Department of Energy,13,1447537,9,7890489,22,9338026
2010,VT,Department of Energy,2,288161,1,1000000,3,1288161
2010,WA,Department of Energy,9,1062112,5,4858588,14,5920700
2010,WI,Department of Energy,1,99999,0,0,1,99999
2010,WV,Department of Energy,1,149998,1,999994,2,1149992
2011,AL,Department of Energy,1,149953,1,1000000,2,1149953
2011,AZ,Department of Energy,4,548614,4,3498636,8,4047250
2011,CA,Department of Energy,44,6267729,23,20616983,67,26884712
2011,CO,Department of Energy,22,3245683,12,11746947,34,14992630
2011,CT,Department of Energy,5,749927,4,4000000,9,4749927
2011,DE,Department of Energy,1,150000,3,2748003,4,2898003
2011,FL,Department of Energy,2,300000,3,2498169,5,2798169
2011,GA,Department of Energy,2,300000,1,749997,3,1049997
2011,HI,Department of Energy,0,0,1,993322,1,993322
2011,ID,Department of Energy,0,0,1,999954,1,999954
2011,IL,Department of Energy,13,1449985,4,3247894,17,4697879
2011,KS,Department of Energy,1,149673,0,0,1,149673
2011,KY,Department of Energy,1,100000,0,0,1,100000
2011,MA,Department of Energy,24,4394583,22,21583719,46,25978302
2011,MD,Department of Energy,3,399992,2,1998470,5,2398462
2011,ME,Department of Energy,1,149998,0,0,1,149998
2011,MI,Department of Energy,5,699856,3,2749994,8,3449850
2011,MN,Department of Energy,2,299565,1,750000,3,1049565
2011,MO,Department of Energy,2,300000,0,0,2,300000
2011,NH,Department of Energy,5,723452,1,396868,6,1120320
2011,NJ,Department of Energy,4,561054,5,4495471,9,5056525
2011,NM,Department of Energy,8,1199990,5,4999802,13,6199792
2011,NY,Department of Energy,9,1322936,6,5733736,15,7056672
2011,OH,Department of Energy,13,1899129,7,6391854,20,8290983
2011,OK,Department of Energy,1,100000,2,1499583,3,1599583
2011,OR,Department of Energy,8,1099883,5,5000000,13,6099883
2011,PA,Department of Energy,5,699968,5,4999759,10,5699727
2011,SC,Department of Energy,1,150000,0,0,1,150000
2011,TN,Department of Energy,3,448828,4,3998553,7,4447381
2011,TX,Department of Energy,9,1298197,2,1950000,11,3248197
2011,UT,Department of Energy,4,549878,1,1000000,5,1549878
2011,VA,Department of Energy,7,1045138,5,4745490,12,5790628
2011,VT,Department of Energy,3,450000,0,0,3,450000
2011,WA,Department of Energy,7,1038724,3,2499687,10,3538411
2011,WI,Department of Energy,3,449700,0,0,3,449700
2011,WV,Department of Energy,1,150000,0,0,1,150000
2012,AL,Department of Energy,1,149941,0,0,1,149941
2012,AR,Department of Energy,1,149987,0,0,1,149987
2012,AZ,Department of Energy,2,300000,3,3011553,5,3311553
2012,CA,Department of Energy,54,7975962,20,19641768,74,27617730
2012,CO,Department of Energy,23,3485386,9,9203676,32,12689062
2012,CT,Department of Energy,4,600000,0,0,4,600000
2012,DE,Department of Energy,3,438356,0,0,3,438356
2012,FL,Department of Energy,2,199611,2,2009502,4,2209113
2012,GA,Department of Energy,4,674589,2,3000000,6,3674589
2012,HI,Department of Energy,1,149968,0,0,1,149968
2012,IL,Department of Energy,8,1097058,4,3999918,12,5096976
2012,KS,Department of Energy,1,225000,1,1452352.76,2,1677352.76
2012,KY,Department of Energy,0,0,1,1010000,1,1010000
2012,MA,Department of Energy,37,5612119,14,15700563,51,21312682
2012,MD,Department of Energy,7,1048559,1,999999,8,2048558
2012,ME,Department of Energy,2,299773,0,0,2,299773
2012,MI,Department of Energy,6,898163,4,3989625,10,4887788
